Title,Date,Year,Month,Month_Name,Day,Weekday,Series,Episode
"Coronavirus, en pocas palabras: Miniserie: La carrera para llegar a la vacuna",2020-07-01,2020,7,July,1,Wednesday,"Coronavirus, en pocas palabras",Miniserie: La carrera para llegar a la vacuna
Dark: Temporada 3: El paraíso,2020-07-01,2020,7,July,1,Wednesday,Dark,Temporada 3: El paraíso
Dark: Temporada 3: Entre tiempos,2020-07-01,2020,7,July,1,Wednesday,Dark,Temporada 3: Entre tiempos
Dark: Temporada 3: Luces y sombras,2020-06-30,2020,6,June,30,Tuesday,Dark,Temporada 3: Luces y sombras
Dark: Temporada 3: Vida y muerte,2020-06-30,2020,6,June,30,Tuesday,Dark,Temporada 3: Vida y muerte
Dark: Temporada 3: El origen,2020-06-28,2020,6,June,28,Sunday,Dark,Temporada 3: El origen
Dark: Temporada 3: Adán y Eva,2020-06-28,2020,6,June,28,Sunday,Dark,Temporada 3: Adán y Eva
Dark: Temporada 3: Los sobrevivientes,2020-06-28,2020,6,June,28,Sunday,Dark,Temporada 3: Los sobrevivientes
Dark: Temporada 3: Déjà vu,2020-06-27,2020,6,June,27,Saturday,Dark,Temporada 3: Déjà vu
Bala perdida,2020-06-25,2020,6,June,25,Thursday,Bala perdida,
La orden secreta: Temporada 2: Radicales libres (Parte 1),2020-06-24,2020,6,June,24,Wednesday,La orden secreta,Temporada 2: Radicales libres (Parte 1)
The Sinner: Temporada 3: Jamie: Parte VIII,2020-06-23,2020,6,June,23,Tuesday,The Sinner,Temporada 3: Jamie: Parte VIII
The Sinner: Temporada 3: Jamie: Parte VII,2020-06-22,2020,6,June,22,Monday,The Sinner,Temporada 3: Jamie: Parte VII
The Sinner: Temporada 3: Jamie: Parte VI,2020-06-22,2020,6,June,22,Monday,The Sinner,Temporada 3: Jamie: Parte VI
The Sinner: Temporada 3: Jamie: Parte V,2020-06-22,2020,6,June,22,Monday,The Sinner,Temporada 3: Jamie: Parte V
The Sinner: Temporada 3: Jamie: Parte IV,2020-06-20,2020,6,June,20,Saturday,The Sinner,Temporada 3: Jamie: Parte IV
The Sinner: Temporada 3: Jamie: Parte III,2020-06-20,2020,6,June,20,Saturday,The Sinner,Temporada 3: Jamie: Parte III
The Sinner: Temporada 3: Jamie: Parte II,2020-06-20,2020,6,June,20,Saturday,The Sinner,Temporada 3: Jamie: Parte II
The Sinner: Temporada 3: Jamie: Parte I,2020-06-20,2020,6,June,20,Saturday,The Sinner,Temporada 3: Jamie: Parte I
Billions: Temporada 5: Mierda sin límites,2020-06-15,2020,6,June,15,Monday,Billions,Temporada 5: Mierda sin límites
Brooklyn Nine-Nine: Temporada 1: El bajón,2020-06-15,2020,6,June,15,Monday,Brooklyn Nine-Nine,Temporada 1: El bajón
Brooklyn Nine-Nine: Temporada 1: El grafitero,2020-06-15,2020,6,June,15,Monday,Brooklyn Nine-Nine,Temporada 1: El grafitero
Brooklyn Nine-Nine: Temporada 1: Piloto,2020-06-14,2020,6,June,14,Sunday,Brooklyn Nine-Nine,Temporada 1: Piloto
La otra Missy,2020-06-14,2020,6,June,14,Sunday,La otra Missy,
Reality Z: Temporada 1: Olimpo,2020-06-14,2020,6,June,14,Sunday,Reality Z,Temporada 1: Olimpo
Fuerza Espacial: Temporada 1: Respuesta proporcional,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Respuesta proporcional
Fuerza Espacial: Temporada 1: Feliz de regresar a la Luna,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Feliz de regresar a la Luna
Fuerza Espacial: Temporada 1: Visita conyugal,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Visita conyugal
Fuerza Espacial: Temporada 1: Edison Jaymes,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Edison Jaymes
Fuerza Espacial: Temporada 1: Espía,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Espía
Fuerza Espacial: Temporada 1: Juego bélico,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Juego bélico
Fuerza Espacial: Temporada 1: Hábitat lunar,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Hábitat lunar
Fuerza Espacial: Temporada 1: Mark y Mallory van a Washington,2020-06-13,2020,6,June,13,Saturday,Fuerza Espacial,Temporada 1: Mark y Mallory van a Washington
Fuerza Espacial: Temporada 1: ¡Salven al Epsilon 6!,2020-06-12,2020,6,June,12,Friday,Fuerza Espacial,Temporada 1: ¡Salven al Epsilon 6!
Fuerza Espacial: Temporada 1: El lanzamiento,2020-06-12,2020,6,June,12,Friday,Fuerza Espacial,Temporada 1: El lanzamiento
Billions: Temporada 5: El modelo nórdico,2020-06-09,2020,6,June,9,Tuesday,Billions,Temporada 5: El modelo nórdico
Los últimos días del crimen,2020-06-07,2020,6,June,7,Sunday,Los últimos días del crimen,
CHIPS: Patrulla motorizada recargada,2020-06-07,2020,6,June,7,Sunday,CHIPS,Patrulla motorizada recargada
Líbranos del mal,2020-06-07,2020,6,June,7,Sunday,Líbranos del mal,
Jeffrey Epstein: Asquerosamente rico: Miniserie: Sigue la pista del dinero,2020-06-06,2020,6,June,6,Saturday,Jeffrey Epstein,Asquerosamente rico: Miniserie: Sigue la pista del dinero
Jeffrey Epstein: Asquerosamente rico: Miniserie: Zonas de caza,2020-06-06,2020,6,June,6,Saturday,Jeffrey Epstein,Asquerosamente rico: Miniserie: Zonas de caza
Billions: Temporada 5: Contrato,2020-06-05,2020,6,June,5,Friday,Billions,Temporada 5: Contrato
Anatomía según Grey: Temporada 14: No temas a la parca,2020-06-03,2020,6,June,3,Wednesday,Anatomía según Grey,Temporada 14: No temas a la parca
Anatomía según Grey: Temporada 14: Jesús personal,2020-06-03,2020,6,June,3,Wednesday,Anatomía según Grey,Temporada 14: Jesús personal
Skins: Vol. 1: Chris,2020-06-01,2020,6,June,1,Monday,Skins,Vol. 1: Chris
Mystify: Tras el cantante de INXS,2020-05-31,2020,5,May,31,Sunday,Mystify,Tras el cantante de INXS
Los caballeros,2020-05-30,2020,5,May,30,Saturday,Los caballeros,
La corazonada,2020-05-29,2020,5,May,29,Friday,La corazonada,
Batman vs Superman: El origen de la justicia,2020-05-29,2020,5,May,29,Friday,Batman vs Superman,El origen de la justicia
Batman: El caballero de la noche asciende,2020-05-29,2020,5,May,29,Friday,Batman,El caballero de la noche asciende
Magia para humanos: Temporada 3: El poder del poder,2020-05-29,2020,5,May,29,Friday,Magia para humanos,Temporada 3: El poder del poder
Dirk Gently's Holistic Detective Agency: Temporada 1: Horizontes,2020-05-29,2020,5,May,29,Friday,Dirk Gently's Holistic Detective Agency,Temporada 1: Horizontes
Snowpiercer: Temporada 1: Nos preparamos para lo peor,2020-05-29,2020,5,May,29,Friday,Snowpiercer,Temporada 1: Nos preparamos para lo peor
Billions: Temporada 5: Zona de oportunidad,2020-05-26,2020,5,May,26,Tuesday,Billions,Temporada 5: Zona de oportunidad
Los doble-vida,2020-05-24,2020,5,May,24,Sunday,Los doble-vida,
Un golpe con estilo,2020-05-23,2020,5,May,23,Saturday,Un golpe con estilo,
El último baile: Miniserie: Episodio X,2020-05-21,2020,5,May,21,Thursday,El último baile,Miniserie: Episodio X
El último baile: Miniserie: Episodio IX,2020-05-21,2020,5,May,21,Thursday,El último baile,Miniserie: Episodio IX
"Billions: Temporada 5: Sobornos, ruegos e intimidaciones",2020-05-18,2020,5,May,18,Monday,Billions,"Temporada 5: Sobornos, ruegos e intimidaciones"
The Saint,2020-05-18,2020,5,May,18,Monday,The Saint,
Minimalism: A Documentary About the Important Things,2020-05-17,2020,5,May,17,Sunday,Minimalism,A Documentary About the Important Things
Unacknowledged,2020-05-17,2020,5,May,17,Sunday,Unacknowledged,
Pelea de maestros,2020-05-17,2020,5,May,17,Sunday,Pelea de maestros,
Barry Seal: Solo en América,2020-05-15,2020,5,May,15,Friday,Barry Seal,Solo en América
Deseo de matar,2020-05-14,2020,5,May,14,Thursday,Deseo de matar,
El último baile: Miniserie: Episodio VIII,2020-05-13,2020,5,May,13,Wednesday,El último baile,Miniserie: Episodio VIII
El último baile: Miniserie: Episodio VII,2020-05-12,2020,5,May,12,Tuesday,El último baile,Miniserie: Episodio VII
"Selección antinatural: Miniserie: Cortar, pegar, vida",2020-05-12,2020,5,May,12,Tuesday,Selección antinatural,"Miniserie: Cortar, pegar, vida"
"Coronavirus, en pocas palabras: Miniserie: Esta pandemia",2020-05-12,2020,5,May,12,Tuesday,"Coronavirus, en pocas palabras",Miniserie: Esta pandemia
Billions: Temporada 5: La prueba de Chris Rock,2020-05-11,2020,5,May,11,Monday,Billions,Temporada 5: La prueba de Chris Rock
Perdidos en el espacio: Temporada 1: Impacto,2020-05-11,2020,5,May,11,Monday,Perdidos en el espacio,Temporada 1: Impacto
Narcos: México: Temporada 2: Libre comercio,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: Libre comercio
"Narcos: México: Temporada 2: Crecimiento, prosperidad y liberación",2020-05-10,2020,5,May,10,Sunday,Narcos,"México: Temporada 2: Crecimiento, prosperidad y liberación"
Narcos: México: Temporada 2: Se cayó el sistema,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: Se cayó el sistema
Narcos: México: Temporada 2: Verdad y reconciliación,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: Verdad y reconciliación
El señor de los anillos: El retorno del rey,2020-05-10,2020,5,May,10,Sunday,El señor de los anillos,El retorno del rey
Narcos: México: Temporada 2: El dedazo,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: El dedazo
Narcos: México: Temporada 2: Organización de Arellano Félix,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: Organización de Arellano Félix
Narcos: México: Temporada 2: Los túneles,2020-05-10,2020,5,May,10,Sunday,Narcos,México: Temporada 2: Los túneles
¿Quién *&$%! son los Miller?,2020-05-08,2020,5,May,8,Friday,¿Quién *&$%! son los Miller?,
Vacaciones,2020-05-08,2020,5,May,8,Friday,Vacaciones,
Atómica,2020-05-08,2020,5,May,8,Friday,Atómica,
Rugal: Temporada 1: Episodio 8,2020-05-07,2020,5,May,7,Thursday,Rugal,Temporada 1: Episodio 8
Impacto profundo,2020-05-07,2020,5,May,7,Thursday,Impacto profundo,
"El cristal encantado: La era de la resistencia: Temporada 1: Fin, comienzo: es lo mismo",2020-05-07,2020,5,May,7,Thursday,El cristal encantado,"La era de la resistencia: Temporada 1: Fin, comienzo: es lo mismo"
Horizonte profundo,2020-05-07,2020,5,May,7,Thursday,Horizonte profundo,
Rugal: Temporada 1: Episodio 7,2020-05-06,2020,5,May,6,Wednesday,Rugal,Temporada 1: Episodio 7
Rugal: Temporada 1: Episodio 6,2020-05-06,2020,5,May,6,Wednesday,Rugal,Temporada 1: Episodio 6
El último baile: Miniserie: Episodio VI,2020-05-06,2020,5,May,6,Wednesday,El último baile,Miniserie: Episodio VI
El último baile: Miniserie: Episodio V,2020-05-06,2020,5,May,6,Wednesday,El último baile,Miniserie: Episodio V
Rugal: Temporada 1: Episodio 5,2020-05-05,2020,5,May,5,Tuesday,Rugal,Temporada 1: Episodio 5
Billions: Temporada 5: Los nuevos decas,2020-05-04,2020,5,May,4,Monday,Billions,Temporada 5: Los nuevos decas
Rugal: Temporada 1: Episodio 4,2020-05-04,2020,5,May,4,Monday,Rugal,Temporada 1: Episodio 4
Rugal: Temporada 1: Episodio 3,2020-05-04,2020,5,May,4,Monday,Rugal,Temporada 1: Episodio 3
30 días para ir a la cárcel,2020-05-04,2020,5,May,4,Monday,30 días para ir a la cárcel,
Día del atentado,2020-05-04,2020,5,May,4,Monday,Día del atentado,
After Life: Más allá de mi mujer: Temporada 2: Episodio 6,2020-05-03,2020,5,May,3,Sunday,After Life,Más allá de mi mujer: Temporada 2: Episodio 6
After Life: Más allá de mi mujer: Temporada 2: Episodio 5,2020-05-03,2020,5,May,3,Sunday,After Life,Más allá de mi mujer: Temporada 2: Episodio 5
After Life: Más allá de mi mujer: Temporada 2: Episodio 4,2020-05-03,2020,5,May,3,Sunday,After Life,Más allá de mi mujer: Temporada 2: Episodio 4
After Life: Más allá de mi mujer: Temporada 2: Episodio 3,2020-05-03,2020,5,May,3,Sunday,After Life,Más allá de mi mujer: Temporada 2: Episodio 3
Rugal: Temporada 1: Episodio 2,2020-05-03,2020,5,May,3,Sunday,Rugal,Temporada 1: Episodio 2
Rugal: Temporada 1: Episodio 1,2020-05-03,2020,5,May,3,Sunday,Rugal,Temporada 1: Episodio 1
Mars: Temporada 1: Despresurización,2020-05-03,2020,5,May,3,Sunday,Mars,Temporada 1: Despresurización
Mentiras peligrosas,2020-05-03,2020,5,May,3,Sunday,Mentiras peligrosas,
Easy: Temporada 1: Cenicienta vegana,2020-05-03,2020,5,May,3,Sunday,Easy,Temporada 1: Cenicienta vegana
Easy: Temporada 1: El maldito estudio,2020-05-03,2020,5,May,3,Sunday,Easy,Temporada 1: El maldito estudio
Guerra de papás 2,2020-05-02,2020,5,May,2,Saturday,Guerra de papás 2,
Matchday: Dentro del FC Barcelona: Miniserie: Un clásico del fútbol,2020-05-02,2020,5,May,2,Saturday,Matchday,Dentro del FC Barcelona: Miniserie: Un clásico del fútbol
Mars: Temporada 1: Nuevo mundo,2020-05-01,2020,5,May,1,Friday,Mars,Temporada 1: Nuevo mundo
After Life: Más allá de mi mujer: Temporada 2: Episodio 2,2020-05-01,2020,5,May,1,Friday,After Life,Más allá de mi mujer: Temporada 2: Episodio 2
After Life: Más allá de mi mujer: Temporada 2: Episodio 1,2020-05-01,2020,5,May,1,Friday,After Life,Más allá de mi mujer: Temporada 2: Episodio 1
After Life: Más allá de mi mujer: Temporada 1: Episodio 6,2020-05-01,2020,5,May,1,Friday,After Life,Más allá de mi mujer: Temporada 1: Episodio 6
Misión de rescate,2020-05-01,2020,5,May,1,Friday,Misión de rescate,
Otra vida: Temporada 1: Hola,2020-05-01,2020,5,May,1,Friday,Otra vida,Temporada 1: Hola
Otra vida: Temporada 1: En cuerpo y alma,2020-05-01,2020,5,May,1,Friday,Otra vida,Temporada 1: En cuerpo y alma
After Life: Más allá de mi mujer: Temporada 1: Episodio 5,2020-04-30,2020,4,April,30,Thursday,After Life,Más allá de mi mujer: Temporada 1: Episodio 5
After Life: Más allá de mi mujer: Temporada 1: Episodio 4,2020-04-30,2020,4,April,30,Thursday,After Life,Más allá de mi mujer: Temporada 1: Episodio 4
Otra vida: Temporada 1: Cómo se pierde la luz,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Cómo se pierde la luz
Otra vida: Temporada 1: Vivir el sueño,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Vivir el sueño
Otra vida: Temporada 1: Creo que estamos a solas,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Creo que estamos a solas
Otra vida: Temporada 1: Su propia mente,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Su propia mente
Otra vida: Temporada 1: Sentimiento de culpa,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Sentimiento de culpa
Otra vida: Temporada 1: Crisis nerviosa,2020-04-30,2020,4,April,30,Thursday,Otra vida,Temporada 1: Crisis nerviosa
After Life: Más allá de mi mujer: Temporada 1: Episodio 3,2020-04-30,2020,4,April,30,Thursday,After Life,Más allá de mi mujer: Temporada 1: Episodio 3
After Life: Más allá de mi mujer: Temporada 1: Episodio 2,2020-04-30,2020,4,April,30,Thursday,After Life,Más allá de mi mujer: Temporada 1: Episodio 2
After Life: Más allá de mi mujer: Temporada 1: Episodio 1,2020-04-30,2020,4,April,30,Thursday,After Life,Más allá de mi mujer: Temporada 1: Episodio 1
Community: Temporada 1: Advanced Criminal Law,2020-04-30,2020,4,April,30,Thursday,Community,Temporada 1: Advanced Criminal Law
Otra vida: Temporada 1: Por valles tenebrosos,2020-04-29,2020,4,April,29,Wednesday,Otra vida,Temporada 1: Por valles tenebrosos
Otra vida: Temporada 1: Por todo el universo,2020-04-29,2020,4,April,29,Wednesday,Otra vida,Temporada 1: Por todo el universo
Community: Temporada 1: Social Psychology,2020-04-29,2020,4,April,29,Wednesday,Community,Temporada 1: Social Psychology
Community: Temporada 1: Introduction to Film,2020-04-29,2020,4,April,29,Wednesday,Community,Temporada 1: Introduction to Film
Community: Temporada 1: Spanish 101,2020-04-28,2020,4,April,28,Tuesday,Community,Temporada 1: Spanish 101
El último baile: Miniserie: Episodio IV,2020-04-27,2020,4,April,27,Monday,El último baile,Miniserie: Episodio IV
El último baile: Miniserie: Episodio III,2020-04-27,2020,4,April,27,Monday,El último baile,Miniserie: Episodio III
Rápidos y furiosos 7,2020-04-26,2020,4,April,26,Sunday,Rápidos y furiosos 7,
Salvation: Temporada 1: Verdad o… Darius,2020-04-26,2020,4,April,26,Sunday,Salvation,Temporada 1: Verdad o… Darius
El silencio del pantano,2020-04-25,2020,4,April,25,Saturday,El silencio del pantano,
El último baile: Miniserie: Episodio II,2020-04-24,2020,4,April,24,Friday,El último baile,Miniserie: Episodio II
El último baile: Miniserie: Episodio I,2020-04-23,2020,4,April,23,Thursday,El último baile,Miniserie: Episodio I
Viaje 2: La isla misteriosa,2020-04-23,2020,4,April,23,Thursday,Viaje 2,La isla misteriosa
Narcos: México: Temporada 2: Rubén Zuno Arce,2020-04-19,2020,4,April,19,Sunday,Narcos,México: Temporada 2: Rubén Zuno Arce
Poco ortodoxa: Miniserie: Parte 4,2020-04-14,2020,4,April,14,Tuesday,Poco ortodoxa,Miniserie: Parte 4
Poco ortodoxa: Miniserie: Parte 3,2020-04-14,2020,4,April,14,Tuesday,Poco ortodoxa,Miniserie: Parte 3
Poco ortodoxa: Miniserie: Parte 2,2020-04-14,2020,4,April,14,Tuesday,Poco ortodoxa,Miniserie: Parte 2
Poco ortodoxa: Miniserie: Parte 1,2020-04-13,2020,4,April,13,Monday,Poco ortodoxa,Miniserie: Parte 1
"Grita, te estamos filmando: Temporada 1: El campamento del terror",2020-04-09,2020,4,April,9,Thursday,"Grita, te estamos filmando",Temporada 1: El campamento del terror
"Grita, te estamos filmando: Temporada 1: Urgencias de miedo",2020-04-08,2020,4,April,8,Wednesday,"Grita, te estamos filmando",Temporada 1: Urgencias de miedo
"Grita, te estamos filmando: Temporada 1: La cara del espanto",2020-04-08,2020,4,April,8,Wednesday,"Grita, te estamos filmando",Temporada 1: La cara del espanto
"Grita, te estamos filmando: Temporada 1: Al final del camino",2020-04-08,2020,4,April,8,Wednesday,"Grita, te estamos filmando",Temporada 1: Al final del camino
Coffee y Kareem,2020-04-08,2020,4,April,8,Wednesday,Coffee y Kareem,
Campamento en el fin del mundo,2020-04-07,2020,4,April,7,Tuesday,Campamento en el fin del mundo,
La casa de papel: Parte 4: Plan París,2020-04-07,2020,4,April,7,Tuesday,La casa de papel,Parte 4: Plan París
La casa de papel: Parte 4: Tumbar la carpa,2020-04-06,2020,4,April,6,Monday,La casa de papel,Parte 4: Tumbar la carpa
La casa de papel: Parte 4: KO técnico,2020-04-06,2020,4,April,6,Monday,La casa de papel,Parte 4: KO técnico
La casa de papel: Parte 4: 5 minutos antes,2020-04-06,2020,4,April,6,Monday,La casa de papel,Parte 4: 5 minutos antes
Viajeros: Temporada 2: Jenny,2020-04-05,2020,4,April,5,Sunday,Viajeros,Temporada 2: Jenny
Las travesuras de una sirena,2020-04-05,2020,4,April,5,Sunday,Las travesuras de una sirena,
La casa de papel: Parte 4: Suspiros de España,2020-04-05,2020,4,April,5,Sunday,La casa de papel,Parte 4: Suspiros de España
La casa de papel: Parte 4: Lección de anatomía,2020-04-05,2020,4,April,5,Sunday,La casa de papel,Parte 4: Lección de anatomía
La casa de papel: Parte 4: La boda de Berlín,2020-04-05,2020,4,April,5,Sunday,La casa de papel,Parte 4: La boda de Berlín
La casa de papel: Parte 4: Game Over,2020-04-04,2020,4,April,4,Saturday,La casa de papel,Parte 4: Game Over
